origin,destination,count
SBGR,SBRF,100
SBGR,SBCF,100
SBCT,SBGR,103
SBGR,SBPA,109
SBGL,SBGR,111
SBGR,SBCT,114
SBGR,SBGL,122
SBKP,SBCT,135
